id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
35200,,,1.0,,,,1.0,,691.0,68.0,219.0,1281.0,0.0
31732,20.0,0.0,2.0,55.0,100.0,30.0,1.0,,682.0,68.0,219.0,1281.0,0.0
16760,32.0,,1.0,3.0,300.0,80.0,1.0,,206.0,29.0,219.0,1281.0,0.0
28496,36.0,0.0,1.0,71.0,900.0,0.0,1.0,43.0,517.0,68.0,219.0,1281.0,0.0
22076,32.0,,1.0,68.0,700.0,10.0,1.0,,232.0,68.0,219.0,1281.0,0.0
36150,22.0,0.0,2.0,75.0,400.0,420.0,0.0,43.0,759.0,68.0,219.0,1281.0,0.0
637,26.0,,2.0,70.0,800.0,0.0,1.0,43.0,718.0,68.0,219.0,1281.0,0.0
21280,22.0,0.0,1.0,63.0,0.0,0.0,1.0,,541.0,68.0,219.0,1281.0,0.0
7842,18.0,0.0,2.0,70.0,600.0,0.0,1.0,,1867.0,68.0,219.0,1281.0,0.0
8931,23.0,0.0,2.0,70.0,900.0,10.0,1.0,,679.0,68.0,219.0,1281.0,0.0
9362,29.0,,1.0,20.0,400.0,220.0,1.0,43.0,95.0,73.0,219.0,1281.0,0.0
29113,32.0,0.0,1.0,61.0,400.0,30.0,1.0,,265.0,68.0,219.0,1281.0,0.0
32778,28.0,0.0,2.0,66.0,100.0,10.0,1.0,7.0,109.0,64.0,219.0,1281.0,0.0
29320,18.0,0.0,2.0,41.0,300.0,0.0,1.0,,679.0,73.0,219.0,1281.0,0.0
24377,28.0,,1.0,45.0,200.0,10.0,1.0,20.0,74.0,73.0,219.0,1281.0,0.0
113,27.0,0.0,1.0,46.0,900.0,0.0,1.0,7.0,550.0,29.0,219.0,1281.0,0.0
2246,28.0,,2.0,64.0,500.0,0.0,1.0,,82.0,64.0,219.0,1281.0,0.0
22163,27.0,0.0,1.0,15.0,700.0,30.0,1.0,7.0,160.0,73.0,219.0,1281.0,0.0
15521,66.0,0.0,2.0,31.0,300.0,20.0,1.0,7.0,424.0,29.0,219.0,1281.0,0.0
10569,18.0,0.0,1.0,80.0,400.0,120.0,1.0,,308.0,68.0,216.0,1364.0,0.0
3810,27.0,,2.0,77.0,100.0,30.0,1.0,,200.0,23.0,216.0,1690.0,0.0
6991,23.0,,2.0,15.0,100.0,80.0,1.0,,210.0,26.0,101.0,2234.0,0.0
23229,25.0,0.0,1.0,32.0,300.0,10.0,1.0,,75.0,73.0,216.0,1339.0,0.0
6938,25.0,,1.0,71.0,600.0,10.0,1.0,,205.0,68.0,216.0,1941.0,0.0
33243,38.0,,1.0,122.0,700.0,0.0,1.0,,51.0,68.0,216.0,1344.0,0.0
27965,18.0,,1.0,75.0,600.0,0.0,1.0,,402.0,68.0,216.0,1344.0,0.0
13766,39.0,,2.0,20.0,300.0,0.0,1.0,,403.0,62.0,216.0,1344.0,0.0
16095,56.0,1.0,2.0,80.0,900.0,10.0,1.0,,436.0,68.0,216.0,1344.0,0.0
20012,25.0,0.0,2.0,75.0,0.0,0.0,1.0,,683.0,68.0,216.0,1344.0,0.0
2900,22.0,0.0,1.0,19.0,800.0,0.0,1.0,12.0,308.0,64.0,216.0,1859.0,0.0
27739,22.0,,2.0,28.0,100.0,120.0,1.0,,111.0,62.0,216.0,1859.0,0.0
27701,34.0,0.0,1.0,63.0,100.0,10.0,1.0,,578.0,73.0,216.0,1859.0,0.0
35382,24.0,0.0,2.0,58.0,400.0,0.0,1.0,7.0,1285.0,73.0,216.0,1859.0,0.0
10276,22.0,0.0,1.0,55.0,900.0,10.0,1.0,44.0,615.0,68.0,216.0,1859.0,0.0
22819,22.0,,1.0,3.0,300.0,10.0,1.0,,179.0,29.0,216.0,1859.0,0.0
13818,64.0,,1.0,45.0,200.0,10.0,1.0,43.0,74.0,68.0,216.0,1859.0,0.0
13111,19.0,0.0,2.0,6.0,300.0,0.0,1.0,,598.0,29.0,216.0,1859.0,0.0
23576,39.0,1.0,2.0,60.0,500.0,0.0,1.0,,422.0,68.0,216.0,1859.0,0.0
7524,19.0,0.0,2.0,60.0,100.0,30.0,1.0,7.0,315.0,81.0,216.0,1859.0,0.0
18899,18.0,,1.0,29.0,100.0,10.0,1.0,7.0,44.0,29.0,216.0,1859.0,0.0
25512,20.0,0.0,2.0,81.0,300.0,0.0,1.0,,632.0,68.0,216.0,1859.0,0.0
7492,67.0,1.0,2.0,35.0,800.0,50.0,1.0,,66.0,68.0,216.0,1859.0,1.0
31101,19.0,0.0,1.0,66.0,400.0,0.0,1.0,,685.0,68.0,216.0,1859.0,0.0
4085,,,1.0,,,,1.0,,584.0,29.0,216.0,1859.0,0.0
29533,24.0,0.0,1.0,76.0,400.0,0.0,1.0,43.0,394.0,68.0,216.0,1859.0,0.0
31346,26.0,0.0,2.0,71.0,600.0,0.0,1.0,43.0,371.0,73.0,216.0,1859.0,0.0
11724,33.0,,1.0,54.0,0.0,0.0,1.0,,231.0,68.0,216.0,1859.0,0.0
21139,29.0,0.0,1.0,78.0,900.0,0.0,1.0,43.0,635.0,68.0,216.0,1859.0,0.0
34572,23.0,,1.0,70.0,300.0,0.0,1.0,43.0,349.0,68.0,216.0,1859.0,0.0
10742,20.0,,2.0,5.0,800.0,130.0,1.0,,109.0,73.0,216.0,1859.0,
13536,32.0,0.0,1.0,61.0,500.0,30.0,1.0,,588.0,68.0,216.0,1859.0,0.0
30913,20.0,,1.0,67.0,0.0,10.0,1.0,43.0,470.0,68.0,216.0,1859.0,
27182,21.0,0.0,1.0,68.0,500.0,40.0,1.0,7.0,435.0,68.0,216.0,1859.0,0.0
15867,25.0,0.0,1.0,72.0,200.0,0.0,1.0,43.0,280.0,68.0,216.0,1746.0,0.0
23846,23.0,0.0,1.0,62.0,100.0,160.0,1.0,7.0,303.0,74.0,216.0,1746.0,0.0
30144,36.0,1.0,2.0,71.0,700.0,0.0,1.0,,432.0,68.0,216.0,1746.0,0.0
30655,58.0,,2.0,40.0,700.0,0.0,1.0,,26.0,39.0,216.0,1746.0,0.0
16443,49.0,,1.0,36.0,600.0,0.0,1.0,,78.0,68.0,216.0,1746.0,0.0
12935,18.0,1.0,1.0,50.0,700.0,10.0,1.0,,1430.0,68.0,216.0,1746.0,0.0
34127,26.0,0.0,2.0,72.0,200.0,0.0,1.0,50.0,167.0,68.0,216.0,1746.0,0.0
13984,26.0,0.0,2.0,28.0,200.0,120.0,1.0,7.0,647.0,78.0,39.0,1028.0,0.0
33898,21.0,0.0,1.0,20.0,100.0,0.0,1.0,,759.0,29.0,39.0,1028.0,0.0
31444,52.0,,2.0,5.0,200.0,0.0,1.0,,157.0,78.0,39.0,1028.0,0.0
34183,32.0,,2.0,63.0,700.0,0.0,1.0,,189.0,68.0,216.0,274.0,0.0
8549,30.0,,1.0,27.0,0.0,0.0,1.0,14.0,355.0,64.0,216.0,274.0,0.0
14182,50.0,1.0,2.0,1.0,300.0,10.0,1.0,7.0,414.0,29.0,216.0,274.0,1.0
27224,29.0,0.0,1.0,72.0,700.0,10.0,1.0,7.0,351.0,68.0,216.0,274.0,0.0
13754,33.0,0.0,2.0,78.0,100.0,460.0,0.0,,735.0,68.0,216.0,274.0,0.0
35117,32.0,,1.0,44.0,800.0,150.0,1.0,,528.0,73.0,216.0,274.0,0.0
23219,37.0,,1.0,78.0,800.0,10.0,1.0,7.0,308.0,68.0,216.0,274.0,0.0
21111,25.0,0.0,2.0,46.0,200.0,50.0,1.0,,623.0,73.0,216.0,274.0,0.0
11409,34.0,,1.0,46.0,400.0,850.0,1.0,,160.0,68.0,216.0,274.0,0.0
8973,20.0,,1.0,14.0,0.0,40.0,1.0,43.0,567.0,62.0,216.0,274.0,0.0
16300,21.0,0.0,2.0,50.0,100.0,20.0,1.0,,568.0,68.0,100.0,1989.0,0.0
31127,31.0,,1.0,71.0,800.0,430.0,1.0,,231.0,68.0,100.0,1989.0,0.0
34978,84.0,0.0,2.0,67.0,200.0,30.0,1.0,,331.0,68.0,100.0,1989.0,0.0
22743,34.0,1.0,2.0,80.0,500.0,0.0,1.0,7.0,405.0,68.0,100.0,1613.0,1.0
22972,22.0,,2.0,106.0,300.0,140.0,1.0,,670.0,87.0,100.0,1502.0,0.0
7482,33.0,,1.0,71.0,800.0,20.0,1.0,,301.0,68.0,100.0,2007.0,0.0
20612,18.0,1.0,2.0,64.0,500.0,0.0,1.0,7.0,251.0,68.0,109.0,995.0,0.0
25539,22.0,0.0,1.0,58.0,800.0,10.0,1.0,7.0,224.0,68.0,179.0,1368.0,0.0
10043,24.0,0.0,1.0,70.0,200.0,0.0,1.0,43.0,653.0,68.0,179.0,1368.0,0.0
10645,38.0,0.0,2.0,14.0,0.0,0.0,1.0,7.0,395.0,29.0,216.0,1022.0,0.0
8512,35.0,1.0,1.0,72.0,300.0,10.0,1.0,,1877.0,87.0,202.0,1802.0,0.0
35022,40.0,,2.0,15.0,800.0,10.0,1.0,,87.0,23.0,202.0,1802.0,0.0
1985,38.0,,2.0,,,,1.0,,596.0,68.0,202.0,1802.0,0.0
35539,54.0,,1.0,72.0,500.0,20.0,1.0,,1419.0,68.0,202.0,1802.0,0.0
30333,23.0,0.0,1.0,48.0,200.0,180.0,1.0,43.0,632.0,73.0,202.0,1802.0,0.0
8699,,,2.0,,,,1.0,,849.0,73.0,216.0,1388.0,0.0
28029,20.0,,2.0,44.0,600.0,10.0,1.0,,145.0,73.0,216.0,1575.0,0.0
27554,27.0,,1.0,73.0,300.0,0.0,1.0,,390.0,68.0,216.0,1575.0,0.0
2000,20.0,1.0,1.0,72.0,0.0,0.0,1.0,,168.0,68.0,216.0,1575.0,0.0
9694,20.0,0.0,1.0,70.0,800.0,0.0,1.0,7.0,624.0,68.0,216.0,1575.0,0.0
2689,40.0,1.0,2.0,45.0,100.0,0.0,1.0,,296.0,73.0,216.0,1575.0,0.0
2431,23.0,,1.0,4.0,900.0,10.0,1.0,7.0,82.0,62.0,216.0,1575.0,0.0
23769,23.0,,1.0,26.0,500.0,30.0,1.0,20.0,409.0,62.0,216.0,1575.0,0.0
27349,45.0,1.0,2.0,62.0,900.0,0.0,1.0,37.0,183.0,68.0,216.0,1575.0,0.0
23939,30.0,0.0,1.0,68.0,100.0,0.0,1.0,7.0,599.0,68.0,216.0,1575.0,0.0
13302,20.0,1.0,2.0,66.0,400.0,0.0,1.0,7.0,329.0,68.0,216.0,1575.0,0.0
2204,24.0,0.0,1.0,64.0,900.0,10.0,1.0,,691.0,68.0,216.0,1575.0,0.0
20011,34.0,0.0,1.0,39.0,500.0,390.0,1.0,43.0,931.0,73.0,216.0,1575.0,0.0
31981,59.0,0.0,1.0,58.0,900.0,0.0,1.0,,1531.0,68.0,216.0,1575.0,1.0
31733,21.0,0.0,2.0,101.0,600.0,0.0,1.0,,624.0,68.0,216.0,1575.0,1.0
8104,18.0,0.0,2.0,72.0,600.0,10.0,1.0,7.0,553.0,68.0,216.0,1575.0,0.0
16051,40.0,,2.0,66.0,900.0,0.0,1.0,,316.0,68.0,216.0,1575.0,0.0
8014,20.0,,2.0,70.0,700.0,0.0,1.0,20.0,132.0,68.0,216.0,1575.0,0.0
22840,49.0,,1.0,16.0,900.0,0.0,1.0,7.0,166.0,23.0,216.0,1575.0,1.0
943,31.0,0.0,1.0,92.0,800.0,10.0,1.0,,1019.0,68.0,216.0,1575.0,0.0
28114,26.0,,1.0,65.0,300.0,150.0,1.0,7.0,107.0,68.0,216.0,1575.0,0.0
22967,21.0,0.0,1.0,65.0,600.0,0.0,1.0,7.0,391.0,68.0,216.0,8.0,0.0
18606,30.0,0.0,1.0,21.0,600.0,0.0,1.0,,1631.0,73.0,216.0,8.0,0.0
2376,31.0,0.0,1.0,13.0,800.0,0.0,1.0,,645.0,39.0,216.0,8.0,0.0
10634,26.0,0.0,1.0,75.0,500.0,50.0,1.0,,593.0,68.0,216.0,8.0,0.0
14085,27.0,,1.0,34.0,600.0,10.0,1.0,,24.0,39.0,216.0,8.0,0.0
2302,35.0,0.0,1.0,78.0,600.0,40.0,1.0,43.0,708.0,68.0,216.0,8.0,0.0
16688,31.0,0.0,1.0,68.0,700.0,80.0,1.0,,622.0,68.0,216.0,8.0,0.0
28413,22.0,,2.0,67.0,500.0,10.0,1.0,,428.0,68.0,216.0,8.0,0.0
357,34.0,0.0,2.0,15.0,200.0,180.0,1.0,43.0,354.0,29.0,216.0,8.0,0.0
21963,61.0,1.0,2.0,7.0,100.0,0.0,1.0,,98.0,62.0,216.0,8.0,1.0
16227,25.0,0.0,1.0,77.0,900.0,0.0,1.0,,2024.0,68.0,216.0,8.0,0.0
27516,25.0,0.0,1.0,71.0,600.0,0.0,1.0,43.0,669.0,63.0,216.0,8.0,0.0
18127,23.0,,2.0,34.0,500.0,0.0,1.0,,30.0,73.0,216.0,8.0,0.0
34037,18.0,0.0,1.0,66.0,700.0,10.0,1.0,7.0,312.0,81.0,216.0,8.0,0.0
29068,23.0,0.0,2.0,2.0,400.0,10.0,1.0,,1034.0,29.0,216.0,8.0,0.0
3857,57.0,,1.0,27.0,700.0,10.0,1.0,,338.0,106.0,216.0,8.0,0.0
15486,22.0,,1.0,62.0,300.0,10.0,1.0,,187.0,71.0,216.0,8.0,
3472,29.0,0.0,2.0,99.0,100.0,170.0,1.0,43.0,731.0,68.0,216.0,8.0,0.0
3847,24.0,0.0,2.0,81.0,0.0,10.0,1.0,43.0,647.0,68.0,216.0,8.0,0.0
30039,21.0,0.0,1.0,80.0,200.0,0.0,1.0,,604.0,68.0,216.0,8.0,0.0
6287,37.0,0.0,2.0,60.0,200.0,60.0,1.0,,376.0,68.0,216.0,8.0,0.0
20298,30.0,,2.0,43.0,500.0,220.0,1.0,,235.0,71.0,216.0,8.0,0.0
2715,50.0,1.0,2.0,52.0,300.0,0.0,1.0,,240.0,68.0,216.0,8.0,0.0
23000,25.0,,1.0,67.0,300.0,0.0,1.0,,415.0,68.0,216.0,8.0,0.0
13882,31.0,,2.0,82.0,100.0,60.0,1.0,,431.0,68.0,216.0,8.0,0.0
5606,20.0,0.0,2.0,60.0,300.0,50.0,1.0,43.0,44.0,68.0,216.0,8.0,0.0
3006,31.0,,2.0,5.0,400.0,40.0,1.0,,115.0,62.0,216.0,8.0,0.0
10435,,,1.0,,,,1.0,,721.0,68.0,216.0,8.0,0.0
3576,24.0,0.0,1.0,27.0,500.0,130.0,1.0,7.0,226.0,73.0,216.0,8.0,0.0
10079,24.0,0.0,1.0,66.0,800.0,10.0,1.0,,576.0,68.0,216.0,8.0,0.0
25897,,,1.0,,,,1.0,,582.0,68.0,216.0,8.0,0.0
3667,23.0,0.0,1.0,4.0,200.0,20.0,1.0,,542.0,30.0,216.0,8.0,1.0
30651,41.0,,1.0,71.0,400.0,40.0,1.0,,317.0,68.0,216.0,8.0,0.0
16345,19.0,0.0,1.0,65.0,500.0,0.0,1.0,7.0,275.0,68.0,216.0,8.0,0.0
10612,26.0,0.0,1.0,72.0,200.0,90.0,1.0,7.0,869.0,68.0,216.0,8.0,0.0
4628,30.0,0.0,2.0,72.0,0.0,430.0,1.0,7.0,289.0,73.0,216.0,8.0,0.0
32133,27.0,0.0,2.0,78.0,800.0,0.0,1.0,,377.0,53.0,216.0,8.0,0.0
10820,50.0,,1.0,71.0,700.0,0.0,1.0,,188.0,68.0,216.0,8.0,0.0
15536,34.0,,1.0,52.0,0.0,50.0,0.0,,100.0,68.0,216.0,8.0,0.0
13336,33.0,0.0,2.0,20.0,300.0,0.0,1.0,,653.0,64.0,216.0,8.0,0.0
21430,57.0,,2.0,69.0,600.0,10.0,0.0,7.0,136.0,68.0,216.0,8.0,0.0
8077,26.0,0.0,2.0,77.0,800.0,0.0,1.0,,654.0,68.0,216.0,8.0,0.0
16341,29.0,,1.0,79.0,600.0,0.0,1.0,7.0,112.0,68.0,216.0,8.0,0.0
14054,20.0,0.0,1.0,70.0,500.0,10.0,1.0,,691.0,64.0,216.0,8.0,0.0
21568,26.0,,1.0,75.0,300.0,20.0,1.0,,294.0,68.0,216.0,8.0,0.0
28602,30.0,0.0,2.0,42.0,600.0,130.0,1.0,,309.0,23.0,216.0,8.0,0.0
16600,19.0,0.0,1.0,53.0,200.0,0.0,1.0,7.0,415.0,73.0,216.0,8.0,0.0
18082,39.0,,2.0,9.0,400.0,30.0,1.0,,26.0,73.0,216.0,8.0,1.0
1049,25.0,0.0,1.0,16.0,0.0,50.0,1.0,,684.0,39.0,216.0,8.0,0.0
7778,23.0,0.0,2.0,71.0,600.0,0.0,1.0,,1560.0,68.0,216.0,8.0,0.0
33516,24.0,0.0,1.0,52.0,100.0,10.0,1.0,43.0,888.0,68.0,216.0,8.0,0.0
14857,30.0,0.0,1.0,67.0,400.0,20.0,1.0,43.0,798.0,68.0,216.0,8.0,0.0
26647,33.0,0.0,1.0,27.0,300.0,0.0,1.0,43.0,563.0,62.0,216.0,8.0,0.0
5364,31.0,,2.0,11.0,400.0,0.0,1.0,,248.0,39.0,216.0,8.0,0.0
24695,24.0,0.0,2.0,76.0,100.0,390.0,1.0,,1960.0,39.0,216.0,8.0,0.0
5951,,,2.0,,,,0.0,,687.0,68.0,216.0,8.0,0.0
24327,53.0,0.0,1.0,66.0,700.0,0.0,1.0,,773.0,68.0,216.0,8.0,0.0
18295,30.0,0.0,2.0,17.0,800.0,60.0,1.0,43.0,238.0,68.0,216.0,8.0,0.0
5562,37.0,0.0,1.0,74.0,0.0,10.0,1.0,,303.0,68.0,216.0,8.0,0.0
31234,25.0,0.0,2.0,65.0,600.0,0.0,1.0,43.0,316.0,68.0,216.0,8.0,0.0
25424,22.0,0.0,2.0,80.0,600.0,0.0,1.0,,654.0,68.0,216.0,8.0,0.0
16550,24.0,0.0,2.0,72.0,100.0,430.0,1.0,,1329.0,68.0,216.0,137.0,0.0
2524,32.0,0.0,2.0,69.0,100.0,0.0,1.0,7.0,301.0,68.0,216.0,137.0,0.0
35274,24.0,0.0,2.0,66.0,900.0,0.0,1.0,,677.0,68.0,216.0,137.0,0.0
19392,,,1.0,,,,1.0,,625.0,68.0,216.0,137.0,0.0
11219,25.0,0.0,1.0,51.0,400.0,0.0,1.0,,347.0,23.0,216.0,553.0,1.0
23456,21.0,0.0,2.0,81.0,200.0,0.0,1.0,,564.0,68.0,216.0,553.0,0.0
19889,27.0,0.0,2.0,70.0,700.0,40.0,1.0,43.0,562.0,68.0,216.0,1600.0,0.0
1894,34.0,0.0,1.0,74.0,200.0,20.0,1.0,,499.0,68.0,216.0,1600.0,0.0
32174,30.0,,1.0,21.0,0.0,10.0,1.0,,106.0,23.0,216.0,1600.0,0.0
2339,36.0,0.0,1.0,45.0,900.0,0.0,1.0,43.0,687.0,68.0,216.0,1600.0,0.0
21274,18.0,,1.0,9.0,900.0,10.0,1.0,,588.0,68.0,219.0,1823.0,
27328,58.0,,2.0,81.0,200.0,0.0,1.0,,225.0,68.0,219.0,1823.0,0.0
4094,24.0,0.0,1.0,81.0,700.0,10.0,1.0,,626.0,68.0,219.0,1823.0,0.0
28482,18.0,0.0,1.0,73.0,300.0,10.0,1.0,7.0,714.0,68.0,219.0,1823.0,0.0
7175,27.0,0.0,2.0,71.0,100.0,0.0,1.0,43.0,622.0,68.0,216.0,1778.0,0.0
22580,36.0,0.0,2.0,18.0,600.0,10.0,1.0,,59.0,23.0,216.0,1778.0,0.0
22244,20.0,,1.0,74.0,300.0,0.0,1.0,,630.0,68.0,216.0,1778.0,0.0
26936,33.0,0.0,2.0,41.0,200.0,0.0,1.0,,495.0,23.0,216.0,1778.0,0.0
26114,22.0,,2.0,38.0,900.0,70.0,1.0,,540.0,73.0,216.0,1778.0,0.0
28656,33.0,0.0,1.0,66.0,400.0,20.0,1.0,,2371.0,68.0,216.0,1778.0,0.0
30345,22.0,0.0,1.0,4.0,600.0,20.0,1.0,43.0,681.0,29.0,216.0,1778.0,0.0
14638,28.0,0.0,1.0,71.0,700.0,30.0,1.0,,1812.0,68.0,216.0,1778.0,0.0
6816,28.0,,1.0,60.0,200.0,0.0,1.0,,538.0,68.0,216.0,1778.0,0.0
8211,21.0,0.0,1.0,18.0,700.0,10.0,1.0,43.0,231.0,29.0,216.0,1778.0,0.0
5890,50.0,,1.0,27.0,500.0,10.0,1.0,,141.0,73.0,216.0,1778.0,0.0
29229,28.0,,1.0,14.0,500.0,30.0,0.0,,311.0,62.0,216.0,1778.0,0.0
36732,37.0,0.0,2.0,61.0,700.0,0.0,1.0,,442.0,23.0,216.0,1778.0,0.0
1327,65.0,1.0,2.0,14.0,800.0,0.0,1.0,7.0,611.0,29.0,216.0,1778.0,0.0
26876,,,2.0,,,,1.0,,595.0,29.0,216.0,1778.0,1.0
2746,24.0,,1.0,43.0,100.0,50.0,1.0,7.0,121.0,64.0,216.0,1778.0,0.0
11091,35.0,,2.0,19.0,200.0,0.0,1.0,,370.0,29.0,216.0,1778.0,0.0
22177,50.0,,2.0,64.0,900.0,0.0,1.0,7.0,417.0,68.0,216.0,1778.0,0.0
20797,27.0,0.0,2.0,14.0,500.0,80.0,1.0,,478.0,59.0,216.0,1778.0,0.0
1889,23.0,0.0,2.0,53.0,500.0,0.0,1.0,7.0,437.0,64.0,216.0,1778.0,0.0
20182,46.0,,1.0,35.0,700.0,10.0,1.0,,192.0,66.0,216.0,1778.0,0.0
36058,48.0,1.0,2.0,65.0,0.0,0.0,1.0,,326.0,68.0,216.0,1778.0,0.0
17197,30.0,,1.0,12.0,500.0,20.0,1.0,43.0,94.0,29.0,216.0,1778.0,0.0
11159,22.0,0.0,1.0,17.0,200.0,0.0,1.0,7.0,263.0,106.0,216.0,1778.0,0.0
3386,24.0,0.0,1.0,42.0,200.0,0.0,1.0,7.0,631.0,64.0,216.0,1778.0,0.0
33639,33.0,0.0,2.0,98.0,500.0,40.0,1.0,,642.0,68.0,216.0,1778.0,0.0
