id,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
22456,79.0,2.0,52.0,4.0,1933.0,48.0,1052.0,265.0,109.0,1.0,56.0,13.0,62.0,2.0,35.0,3.0
17205,83.0,1.0,61.0,6.0,3510.0,187.0,1979.0,409.0,113.0,4.0,69.0,8.0,105.0,3.0,74.0,11.0
17404,95.0,6.0,42.0,19.0,482.0,30.0,196.0,125.0,94.0,3.0,48.0,15.0,53.0,4.0,28.0,13.0
14371,156.0,10.0,51.0,44.0,4287.0,146.0,966.0,1486.0,245.0,12.0,47.0,97.0,70.0,6.0,16.0,30.0
27754,76.0,3.0,45.0,11.0,1309.0,56.0,684.0,240.0,119.0,7.0,71.0,15.0,106.0,8.0,73.0,12.0
8808,9.0,0.0,3.0,0.0,215.0,2.0,147.0,9.0,16.0,0.0,10.0,0.0,6.0,0.0,4.0,0.0
23207,19.0,0.0,9.0,0.0,821.0,28.0,483.0,74.0,67.0,0.0,37.0,2.0,40.0,0.0,24.0,1.0
958,292.0,5.0,195.0,23.0,3531.0,102.0,2138.0,417.0,318.0,14.0,183.0,40.0,115.0,4.0,64.0,18.0
13528,33.0,0.0,20.0,3.0,590.0,15.0,345.0,57.0,24.0,0.0,14.0,2.0,24.0,0.0,15.0,3.0
27392,140.0,1.0,76.0,25.0,6065.0,282.0,2847.0,1407.0,302.0,11.0,145.0,61.0,719.0,43.0,290.0,233.0
24894,240.0,17.0,112.0,49.0,4381.0,237.0,2377.0,699.0,365.0,27.0,176.0,65.0,242.0,14.0,117.0,40.0
9034,162.0,10.0,49.0,49.0,1340.0,70.0,408.0,441.0,257.0,15.0,62.0,96.0,170.0,9.0,34.0,77.0
19621,47.0,1.0,36.0,2.0,589.0,6.0,356.0,45.0,54.0,1.0,35.0,1.0,72.0,1.0,51.0,2.0
2691,75.0,2.0,43.0,4.0,622.0,14.0,341.0,76.0,154.0,4.0,92.0,15.0,86.0,0.0,57.0,5.0
421,237.0,5.0,128.0,21.0,3581.0,103.0,2012.0,420.0,374.0,13.0,201.0,44.0,275.0,8.0,156.0,22.0
16960,162.0,14.0,88.0,22.0,3198.0,175.0,1412.0,688.0,199.0,17.0,72.0,43.0,196.0,15.0,80.0,48.0
6526,5.0,0.0,3.0,2.0,70.0,1.0,35.0,11.0,12.0,0.0,4.0,3.0,10.0,0.0,5.0,1.0
8302,25.0,4.0,7.0,7.0,714.0,50.0,232.0,221.0,32.0,3.0,8.0,12.0,25.0,2.0,9.0,7.0
9977,62.0,2.0,38.0,5.0,2514.0,119.0,1383.0,330.0,100.0,5.0,61.0,7.0,91.0,6.0,50.0,11.0
15514,51.0,2.0,20.0,19.0,164.0,4.0,75.0,38.0,13.0,0.0,7.0,1.0,13.0,0.0,5.0,2.0
34632,235.0,4.0,139.0,24.0,4210.0,122.0,2142.0,754.0,139.0,2.0,64.0,31.0,192.0,2.0,104.0,16.0
30239,73.0,0.0,45.0,1.0,1040.0,19.0,633.0,61.0,111.0,1.0,69.0,3.0,57.0,0.0,32.0,0.0
36187,85.0,3.0,55.0,6.0,706.0,32.0,408.0,104.0,112.0,3.0,54.0,19.0,109.0,1.0,79.0,7.0
13433,29.0,1.0,10.0,10.0,247.0,10.0,86.0,78.0,37.0,0.0,9.0,13.0,13.0,0.0,0.0,7.0
14708,25.0,1.0,7.0,7.0,133.0,5.0,45.0,39.0,38.0,1.0,9.0,10.0,12.0,0.0,2.0,4.0
31132,212.0,20.0,99.0,36.0,1346.0,70.0,544.0,295.0,147.0,14.0,48.0,34.0,106.0,8.0,45.0,22.0
32749,180.0,5.0,113.0,11.0,2692.0,66.0,1480.0,263.0,129.0,3.0,68.0,17.0,111.0,3.0,50.0,15.0
15112,29.0,1.0,13.0,2.0,3624.0,157.0,1858.0,644.0,92.0,4.0,41.0,18.0,76.0,4.0,24.0,17.0
23096,272.0,12.0,126.0,65.0,10137.0,351.0,4830.0,2215.0,407.0,33.0,181.0,134.0,121.0,6.0,67.0,26.0
24783,97.0,1.0,60.0,10.0,336.0,2.0,204.0,27.0,68.0,0.0,43.0,3.0,79.0,0.0,48.0,15.0
20938,77.0,0.0,48.0,2.0,1784.0,25.0,1052.0,112.0,22.0,0.0,14.0,1.0,39.0,0.0,29.0,3.0
22750,177.0,15.0,48.0,58.0,4241.0,259.0,1461.0,1190.0,129.0,11.0,32.0,39.0,133.0,8.0,32.0,44.0
7251,5.0,0.0,2.0,1.0,182.0,4.0,56.0,48.0,39.0,2.0,16.0,6.0,35.0,2.0,16.0,5.0
4257,47.0,3.0,27.0,8.0,3154.0,118.0,1341.0,776.0,53.0,5.0,18.0,19.0,220.0,7.0,92.0,47.0
16287,94.0,4.0,58.0,8.0,3247.0,106.0,1958.0,290.0,188.0,13.0,114.0,22.0,69.0,5.0,37.0,12.0
610,53.0,2.0,27.0,3.0,504.0,22.0,280.0,63.0,73.0,4.0,40.0,11.0,36.0,1.0,16.0,7.0
5936,40.0,5.0,22.0,9.0,240.0,15.0,139.0,44.0,43.0,5.0,29.0,7.0,47.0,5.0,33.0,8.0
21063,106.0,6.0,59.0,17.0,1775.0,67.0,837.0,341.0,283.0,16.0,116.0,70.0,435.0,31.0,172.0,123.0
35861,9.0,1.0,3.0,0.0,56.0,1.0,20.0,6.0,24.0,0.0,7.0,1.0,35.0,0.0,15.0,2.0
26077,38.0,1.0,9.0,14.0,342.0,20.0,80.0,137.0,112.0,9.0,31.0,37.0,68.0,3.0,15.0,20.0
29995,26.0,2.0,11.0,8.0,856.0,60.0,393.0,165.0,41.0,4.0,20.0,13.0,28.0,3.0,17.0,9.0
34312,16.0,1.0,7.0,6.0,3308.0,210.0,924.0,1364.0,77.0,4.0,22.0,29.0,141.0,5.0,51.0,43.0
24393,14.0,2.0,9.0,4.0,26.0,1.0,15.0,2.0,13.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0
33026,338.0,18.0,221.0,23.0,3675.0,208.0,2020.0,512.0,350.0,23.0,227.0,27.0,252.0,17.0,166.0,18.0
32512,13.0,1.0,11.0,1.0,143.0,8.0,83.0,29.0,22.0,1.0,16.0,3.0,23.0,1.0,12.0,4.0
16144,27.0,0.0,10.0,7.0,488.0,27.0,183.0,119.0,176.0,8.0,73.0,31.0,98.0,5.0,36.0,21.0
17123,245.0,13.0,83.0,86.0,2818.0,148.0,936.0,1003.0,280.0,16.0,71.0,107.0,166.0,6.0,48.0,68.0
4946,24.0,2.0,12.0,7.0,2588.0,246.0,958.0,680.0,459.0,53.0,170.0,125.0,81.0,10.0,37.0,15.0
12282,30.0,1.0,16.0,1.0,122.0,2.0,64.0,9.0,29.0,1.0,16.0,1.0,33.0,0.0,13.0,2.0
1708,49.0,0.0,37.0,0.0,298.0,7.0,184.0,25.0,55.0,0.0,36.0,1.0,87.0,0.0,58.0,1.0
15093,128.0,3.0,40.0,36.0,814.0,36.0,317.0,219.0,178.0,5.0,46.0,67.0,90.0,4.0,25.0,37.0
26466,47.0,0.0,15.0,12.0,238.0,4.0,108.0,34.0,23.0,0.0,10.0,3.0,22.0,0.0,9.0,4.0
20,86.0,2.0,49.0,12.0,2751.0,60.0,1265.0,473.0,283.0,5.0,138.0,25.0,88.0,1.0,41.0,11.0
28931,199.0,11.0,52.0,83.0,2928.0,148.0,1063.0,939.0,179.0,16.0,48.0,83.0,60.0,4.0,8.0,35.0
7611,11.0,0.0,4.0,0.0,94.0,1.0,44.0,5.0,21.0,0.0,8.0,1.0,13.0,0.0,2.0,1.0
36195,36.0,0.0,20.0,1.0,680.0,16.0,414.0,60.0,79.0,4.0,54.0,6.0,121.0,3.0,77.0,8.0
16431,21.0,0.0,15.0,1.0,720.0,16.0,406.0,66.0,63.0,1.0,39.0,5.0,76.0,1.0,45.0,3.0
210,101.0,5.0,54.0,12.0,1713.0,74.0,844.0,319.0,157.0,2.0,64.0,25.0,253.0,11.0,115.0,43.0
13987,33.0,3.0,7.0,11.0,986.0,58.0,249.0,324.0,46.0,4.0,7.0,15.0,63.0,3.0,15.0,18.0
16052,217.0,11.0,129.0,25.0,2481.0,87.0,1301.0,406.0,267.0,13.0,136.0,45.0,226.0,12.0,133.0,39.0
12160,79.0,1.0,47.0,4.0,1029.0,33.0,570.0,136.0,92.0,0.0,38.0,14.0,81.0,2.0,46.0,17.0
13216,241.0,16.0,71.0,92.0,11170.0,655.0,3677.0,3702.0,318.0,23.0,84.0,124.0,163.0,8.0,34.0,74.0
20352,53.0,3.0,39.0,7.0,1548.0,77.0,875.0,216.0,125.0,9.0,75.0,20.0,91.0,9.0,60.0,12.0
681,180.0,4.0,101.0,32.0,1009.0,58.0,453.0,226.0,151.0,5.0,68.0,45.0,120.0,4.0,58.0,32.0
7911,141.0,6.0,71.0,19.0,1139.0,45.0,472.0,218.0,156.0,8.0,67.0,31.0,177.0,1.0,81.0,27.0
27357,81.0,4.0,26.0,22.0,683.0,44.0,235.0,187.0,82.0,3.0,25.0,24.0,123.0,5.0,43.0,33.0
16601,185.0,0.0,117.0,8.0,2443.0,60.0,1486.0,210.0,190.0,0.0,115.0,13.0,168.0,3.0,98.0,19.0
32408,538.0,29.0,244.0,105.0,8584.0,413.0,3853.0,1933.0,666.0,43.0,262.0,176.0,389.0,31.0,169.0,108.0
18150,190.0,0.0,108.0,9.0,3411.0,86.0,1747.0,464.0,70.0,0.0,25.0,10.0,35.0,2.0,10.0,7.0
24565,158.0,1.0,86.0,3.0,388.0,9.0,209.0,20.0,42.0,1.0,25.0,1.0,17.0,0.0,12.0,0.0
3158,123.0,6.0,40.0,49.0,3336.0,207.0,1347.0,931.0,277.0,25.0,89.0,109.0,165.0,17.0,72.0,46.0
2156,94.0,3.0,32.0,28.0,1238.0,48.0,500.0,285.0,108.0,5.0,41.0,25.0,81.0,1.0,30.0,17.0
25089,354.0,22.0,144.0,68.0,4527.0,239.0,1999.0,985.0,512.0,32.0,167.0,123.0,603.0,35.0,204.0,152.0
1449,25.0,0.0,20.0,0.0,279.0,12.0,171.0,27.0,8.0,0.0,6.0,0.0,8.0,0.0,5.0,0.0
9805,10.0,0.0,7.0,0.0,858.0,18.0,477.0,92.0,22.0,0.0,11.0,4.0,28.0,0.0,12.0,5.0
16769,124.0,8.0,77.0,17.0,815.0,32.0,362.0,191.0,68.0,4.0,22.0,20.0,70.0,2.0,29.0,18.0
26777,135.0,3.0,102.0,5.0,1362.0,55.0,771.0,175.0,105.0,3.0,71.0,8.0,248.0,17.0,144.0,36.0
4818,50.0,4.0,30.0,7.0,1653.0,50.0,850.0,191.0,57.0,1.0,24.0,7.0,171.0,4.0,86.0,22.0
20223,150.0,5.0,89.0,14.0,1364.0,46.0,770.0,157.0,151.0,6.0,75.0,19.0,159.0,8.0,91.0,16.0
26283,52.0,2.0,34.0,6.0,475.0,9.0,269.0,36.0,51.0,2.0,29.0,5.0,35.0,0.0,22.0,3.0
26124,119.0,5.0,35.0,40.0,1217.0,60.0,349.0,422.0,201.0,7.0,34.0,81.0,87.0,3.0,12.0,36.0
22467,80.0,2.0,45.0,9.0,557.0,18.0,308.0,76.0,79.0,0.0,41.0,9.0,75.0,0.0,42.0,7.0
33610,203.0,10.0,125.0,17.0,2006.0,119.0,1114.0,284.0,206.0,13.0,111.0,33.0,352.0,28.0,219.0,46.0
4182,3.0,0.0,1.0,1.0,14.0,0.0,3.0,4.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0
16422,23.0,1.0,12.0,5.0,352.0,27.0,169.0,75.0,60.0,4.0,25.0,12.0,302.0,18.0,204.0,39.0
20239,105.0,5.0,64.0,9.0,1108.0,41.0,582.0,139.0,124.0,5.0,49.0,35.0,72.0,5.0,35.0,13.0
3489,14.0,1.0,7.0,2.0,700.0,35.0,271.0,120.0,45.0,2.0,16.0,8.0,39.0,4.0,17.0,6.0
1376,95.0,8.0,47.0,17.0,1695.0,69.0,783.0,331.0,163.0,7.0,72.0,33.0,253.0,8.0,102.0,54.0
10156,81.0,2.0,51.0,6.0,40.0,1.0,19.0,2.0,6.0,0.0,2.0,0.0,15.0,0.0,8.0,0.0
17121,105.0,6.0,44.0,19.0,818.0,40.0,307.0,193.0,89.0,3.0,27.0,23.0,88.0,4.0,33.0,21.0
16951,42.0,3.0,23.0,3.0,2477.0,127.0,1412.0,334.0,96.0,6.0,54.0,8.0,229.0,24.0,132.0,32.0
